label,content
pos,Redmi Note 11 5G 天玑810手机收到了，包装的很好，这款手机是很不错的！买来给家里人用的，产品是很好的，外观不错，颜色也是很好看的。红米这款手机是真的漂亮，配置也挺高的，我觉得银色的外观特别靓，屏幕很大，而且音效还特别好。刚拿到就试了拍照，效果特别清晰！运行还挺快的，效果还是很不错的。手机的尺寸不算很小，但是屏占比挺高，R角看着也很舒服。中老年人用性价比高，反应灵敏，还送了手机壳，透明的手机壳就很好看。屏幕也很清晰，看起来很舒服。指纹解锁在侧边也很方便，总之妈妈很满意！我也超满意，这个手机还是很好的。感觉操作非常顺滑，像素密度很高，虽然摄像头数量不多，但丝毫不影响使用，绝对是性价比最高的一款千元机了，值得下手，还送了小礼物也非常不错！颜色也比较独特，渐变色的，充电速度超快的。手机拿在手里不大不小，也不是很沉的，挺方便的。
pos,手机很不错，天机810的，运行速度快，给爸妈买的， 老年人用用这个档位的真心不错，屏幕又大，拍照也清晰，一下子买俩，就是老是误触会自动下APP，这点很不好，外观造型艺术上也大，爸妈很喜欢?
pos,非常划算的一次京东自营购买体验，小米手机性价比很高，使用过后感觉速度很快，屏幕分辨率不错，运行速度挺快，双扬声器立体声效果好，和描述相符价廉物美！
pos,"外形外观：外观颜值不错，握持手感很好。摄像头处处理的比较美观。还有3.5耳机孔，完美。
屏幕音效：屏幕不错，丝滑，亮度挺好，显示效果挺细腻。
拍照效果：拍照不错，成像效果很好。体验不错。
运行速度：运行还行，挺快的。新机器感觉不孬。
待机时间：待机时间可以，毕竟5000的大电池。
其他特色：价格完美。"
pos,小米超级品牌日买的，比平常便宜了三百多，很划算！性价比很高，买来作为备用机的，刷个国际版系统，弄了下系统动画，超级壁纸，用起来很舒服！红米的性价比真的很高！值得购买！
pos,11 5 G天玑810 33 W Pro快充5000 mAh大电池6 GB..****8。SLui四PLUS 2021-11-17★★★由★1神秘黑境;6 GB+128 GB老爸手机不好用了，看到双十一优惠活动立马马就买了，可惜没货，等了几天终于到了，手机看着很大气，很是适合老年人用，自带的贴膜，还送的手机壳，非常的贴心!用起来也很流畅，拍照也很清楚!对于千元机来说，性价比非常高的手机!15秒15:40京东视频2说点儿什么呗~13口10凸
pos,好，很好，东西很不错，手机外观很漂亮，帮别人买的，物流超级快，外观外形很漂亮，颜色很好看啊；运行速度也不错，不错。
pos,"外形外观：机身很好看，外观颜色也很喜欢

屏幕音效：屏幕大小适中，适合女士，音效也不错

拍照效果：拍照效果不错，正常使用没问题

运行速度：比较流畅，不会卡顿

待机时间：正常使用一天多充电一次
其他特色：千元机里面很不错 适合老年人使用 唯一不好的是没有息屏显示"
pos,质量很好，使用方便，简单，价格便宜，实惠，1手感很好，很是喜欢，发货很快，对得起这价格，很赞
pos,快递很快，手机收到了，迫不及待的拆开了快递，特意选择黑色的，手机颜值很高，是想象中的颜色，很喜欢，上手感觉很不错，使用很流畅
pos,"选了好久选了小米的这款手机，质量很好，
外形外观：外观设计大气很喜欢
屏幕音效：屏幕很大，声音效果非常好很大接打电话声音很大，
拍照效果：拍照效果更是完美
运行速度：运行速度也非常快
待机时间：待机时间很长总之非常棒，买了不后悔。"
pos,"外形外观：外观很好，外形也没得说，给父亲买的。
屏幕音效：屏幕也很好，试用了两天不错
拍照效果：拍照也很好，这个价位拍照相当不错了
运行速度：试用了两天运行速度很快物美价廉
待机时间：待机时间很长刷视频啥的用一天还能剩一些电，玩游戏没试拿应该很好。
总得来说很满意"
pos,"小米手机就是不一样，一如既往的好用，我们全家人都是小米手机
外形外观：精致到极点，完美的体现
屏幕音效：大气的屏幕，极致的音效
拍照效果：完美的拍照，相当清楚。
运行速度：运行速度十分快速。"
pos,红米这款手机是真的漂亮！配置也挺高的，我觉得银色的外观特别靓，屏幕很大，而且音效还特别好！刚拿到就看了拍照效果特别清晰！运行还挺快，综合效果很好！喜欢红米！
pos,"千元级别的5 G手机?，性价比非常高，功能齐全，日常够用。
外形外观：大小适合，美丽动人。
屏幕音效：音响效果不错。
拍照效果：拍照清晰。
运行速度：非常不错。值得推荐。"
pos,"外形外观：外观高端大气上档次，质感比较轻
屏幕音效：音响效果也很棒
拍照效果：拍照图片清晰，惟妙惟肖
运行速度：运行流畅，玩大型游戏也毫无压力
待机时间：5000的大电池，待机效果很棒"
pos,"特别喜欢NOTE11这款手机，大屏幕，大电池，续航能力杠杠的。处理速度快，内存大。质量好,京东自营质量有保障，特别满意，物美价廉"
pos,在京东给妈妈买的是第三个手机了，一直都是在用小米手机，小米的品质值得购买，外观时尚大气，操作也方便，尤其是待机时间特别适合老人家用，而且还有快充可以使用。以后还会再购买小米产品。
pos,手机壳颜色不是纯黑的，有点偏墨绿色，但是很高级，颜色非常好看，像素也不错，手机使用很流畅，拍照效果很好，运行速度快。这个价位非常值得
pos,"外形外观：外形设计新颖
屏幕音效：屏幕看着舒服，有夜景模式，音效很好
拍照效果：拍照清晰，人像聚焦快，夜光拍照也不错
运行速度：运行速度杠杠的，打游戏一点也不卡
待机时间：待机时间长，配备33瓦快充，充电速度快
其他特色：有5g网络。支持双卡双待"
pos,这个手机已经用了2天了，说下真实感受，充电方面超级闪充有点厉害，0-100充满45分钟左右，非常的快，天玑810的处理器+60Hz玩王者和英雄联盟无压力，屏幕方面显示也是比较好的，对得起这个价格，后盖摸起来手感不错，扬声器也是左右都有，还是满意的！
pos,"外形外观：做工不错，全面屏视觉冲击很强，颜色也好看
待机时间：一天一充，轻度使用两天一充也行
运行速度：miui运行速度很快
拍照效果：中规中矩"
pos,"外形外观：很好，颜色很正。
屏幕音效：屏幕清晰，新手机就是好。
拍照效果：拍照清晰，还原度高。
运行速度：正常使用感觉很快。
待机时间：一天足够使用了。"
pos,"给家里人堂妹买的redmi note11，这个浅梦星河小丫头应该挺喜欢的，这手机的尺寸不算很小，但是屏占比挺高，R角看着也很舒服。
至于为什么买这款，妹妹刚高中，要求不高，聊聊天，查查网页就够了，这手机充电快，续航久，满足了。也不能太高端了，容易攀比心理"
pos,"这个手机己经用了几天，说下真实感受，充
电方面超级闪充有点厉害，0-100充满45分
钟左右，非常的快，天现 810的处理器 +60Hz
玩王者和英雄联盟无压力，屏幕方面显示也是
比较好的，对得起这个价格，后盖摸起来手感
不错，扬声器也是左右都有，还是满意的！"
pos,给家里的老人买的，使用的时候把字体调大一些，老人说使用很流畅。手机后盖很漂亮，完全可以满足老人的日常需求。买来当一个备用机也不错。
pos,"外形外观：外观好看，漂亮
屏幕音效：屏幕看起来很舒服，音效也是杠杠的
拍照效果：拍照效果很好
运行速度：运行速度也特别快
待机时间：充电一次可以用两天，完全够用"
pos,双十一活动优惠力度大，就给老爸买了，手机反应速度挺快的，老爸用着很喜欢，手机荧幕十分清晰，感觉特别好，手机电池耗电有些快，不过省着电用还是可以的，发热情况很好，玩游戏绝对不会卡，基本不发热，手机手感绝佳，机壳颜色也很不错，拍照还过得去。
pos,"外形外观：属于细长那种，很适合妈妈拿
屏幕音效：屏幕看着很舒服，也没有去研究什么屏，这个价位的手机也没必要去苛刻要求这些细节
运行速度：6+128老年人足够了"
pos,"外形外观：非常不错，很炫酷，有质感
屏幕音效：千元机，感觉已经非常不错了，性价比高
拍照效果：还可以吧，日常拍照完全没问题
运行速度：感觉运行流畅，现在还不错
待机时间：待机时间挺长的，电池容量挺大的"
pos,这几年一直用红米系列的手机，性价比也高，价格实惠很亲民，有个用了四年了除了卡点没毛病，内存小的原因，击鼓中了300券，买了256的，很划算，手机壳是渐变色的也漂亮，音响效果不错，拍照也行，不打游戏平常很够用了，总体不错，五六块，次日达。还送了个弹盖保温杯
pos,"好用 ， 非常适合。 买给父母的， 轻薄 、 颜色也很好看 
简单 的设计。 拿着不中 ，很好用， 父母非常喜欢 ！
物流很快， 送货上门，方便，会回购的哦。"
pos,"真的很不错，颜值非常高，给妈妈用的，
外形外观：漂亮
屏幕音效：很高
拍照效果：非常棒
运行速度：非常快"
pos,"外形外观：时尚、大气、美观，颜色适合女孩子使用；
屏幕音效：非常哇塞、音质明显高出同等价位手机；
拍照效果：非常好，画质清晰、堪比专业拍照手机；
运行速度：非常快，运行中大游戏无压力；
待机时间：还是很好的，毕竟有大毫安的电池。"
pos,"红米性价比神机
购买目的??

母上大人的手机原来使用的是红米5p，因为充电不行，所以在双十二考虑给她换个手机。在千元机里挑了几款对比了下，买了这款红米note11。

开箱体验??

 小米一脉相承的祖传三样，手机，充电器，充电线。配套一个清水外壳，手机出厂屏幕自带贴膜。

外观设计?

浅梦星河配色，后盖有点闪的，不过反正套手机壳，屏幕正面挖孔屏，摄像头在屏幕上方中间，整体感觉很棒，母上大人也很满意。

使用体验?

快充体验很好，这个配置给父母用，也完全够用。因为用习惯了miui的系统，所以换机后，并没有任何不适。不打游戏天机810芯片够用，6.6寸LCD屏幕，流畅，字体大。5000w主摄，拍照中规中矩，33w快充，告别电量焦虑。

购买推荐?

推荐有换机需求，或者备用机需求人群购买。

推荐指数?：十颗星"
pos,"这是我第二部红米手机造型也好，系统也好，还是外形颜值也好以及各种体验也好，非常非常不错。从此。就是小米粉！
外形外观：好看
拍照效果：过得去
屏幕音效：不错
运行速度：很好
待机时间：够了
其他特色：性价比高"
pos,"外形外观：颜色很好看。大小的话用起来刚好。屏幕占比大，很清晰
屏幕音效：音效可以。对音质没有特别追求完全够用
拍照效果：日常拍照足够，对焦快
运行速度：对于我来说不打游戏日常刷刷视频足够用了
待机时间：一天充一次足够了"
pos,"外形外观：外观很漂亮大气上档次
拍照效果：小果拍照效果很好
运行速度：速度很快很满意，已经用了一段时间，超赞！会回购还送了一款小米背包。"
pos,"真挺不错的 买这个备用机 昨天晚上买的今天中午就送到了
外形外观：很适合女孩子亮晶晶的
屏幕音效：很不错
拍照效果：挺好的
运行速度：挺快的"
pos,手机收到了，超级喜欢在京东自营店购物，物流速度快，而且正品有保障，时不时的搞一个促销活动，让利给消费者。手机是给家里的老人购买的，对性能要求不高。没有想到这款红米手机这么给力，外观漂亮，质感不错，屏占比挺高的，拍照效果清晰，系统操作流畅，还配了一个33W的快充，充电效率大大的提升。总之，物有所值，值得推荐购买！！
pos,给老爸买的，看了很久，对比了很多款，还是这款实惠配置同等的手机。双11下手还有优惠，确实很不错，老人家很喜欢。
pos,"手机收到啦  成色品控完美  握持感特别好  一点都不硌手  性价比很高  给家里老人用的
还有快充和5g  拍照质量也不错  小米性价比之王啊"
pos,"外形外观：还不错，小巧精致。挺喜欢的～
屏幕音效：屏幕还不错，不刺眼。音效挺好的，外放效果很棒。
拍照效果：拍照还过得去，照片不错。
运行速度：价格实惠，但配置不错，运行很流畅。
待机时间：做备用机够用了。电池还算耐用。"
pos,"外形外观：外形美观大方
屏幕音效：很不错
拍照效果：佳，清晰度高
运行速度：快
其他特色：大电量，玩游戏一天也不用充电，充电快，很实用，充电一次，一天无后顾之忧，赠送的透明手机套，包裹性好，完全保护屏幕，总之性价比很高"
pos,"直屏，用过曲面屏的才知道直屏是多么美好的一件事啊，直屏带来的更简单的做工，这样就能避免厂商明明做不好还偏要做的外壳，贴膜也十分方便。制品也没有误触，这一点在晚上躺床上看手机是十分明显。直屏还有很多好处。就连三星也回归了直屏和微曲面屏。
有极为先进的3.5mm接口。能用有线耳机是非常美妙的事情。有线耳机的音质，用极少的钱，就能换到相对较高的音质。电池也不错，解决了用电焦虑。
这个价格绝对没有问题，日常使用绝对没有问题。"
pos,买上已经用了一段时间了，感觉真的不错，外观大方漂亮，屏幕清晰，拍照效果也不错，运行速度快，非常棒的一款手机，孩子说超级好用，而且价格实惠，建议您如果要换手机选择这款不会后悔，主要是过年抢红包超级的快，每次都能抢到，哈哈哈！还有赠送的包，好看又实用！
pos,一直使用红米，从红米2A到现在的紅米11，使用了一个星期多了，很满意这款手机，屏幕清晰度非常好，触控各方面也灵敏，256的内存，性价比非常高，拍照效果也不错，値得拥有！
pos,质量很好，收到货第一时间打开看了，很不错，很满意，用着很流畅，不卡，外观也好看，再也不怕走在外面手机冻关机了，一天充电一次就行，可以到晚上下班回家，价格也可以，性价比高
pos,"外形外观：看起来很不错。
屏幕音效：比预想的要好很多，看起来很清楚。
拍照效果：是该有的水平。
运行速度：目前感觉比较流畅
待机时间：充电待机的时间都很不错的
其他特色：包装很精致。"
pos,颜值非常之高，手机颜色正是大宝喜欢的颜色，手机响应很快，试了下播放音乐，效果很赞，拍照效果也赞，物超所值
pos,"外形外观：高端大气上档次，
屏幕音效：屏幕分辨率高，大屏幕，看小说的好东西。"
pos,"外形外观：非常漂亮  精致  手感极好
屏幕音效：屏幕大  颜色鲜艳  刷新高
运行速度：非常流畅 一点不卡
拍照效果：拍照效果非常好 夜间拍摄也杠杆的"
pos,买给妈妈的生日礼物，小米的产品看起来很大气，外包装干净但不单调，内包装柔软而有质感，机子更是简洁而大气，超大屏幕，适合老年人看视频看新闻，电池容量大但是很轻，闪银背面超级绚丽，整体外观太美了。6G内存，5Ｇ频段，上网速度超快，关键是价格才1200+，太划算了，老年人用不二之选，强烈推荐！
pos,"第一次给家里长辈购买小米手机！
外形外观：浅色系，看着端庄大气
屏幕音效：屏幕特别大，适合长辈使用
拍照效果：拍照特别清晰，附带超广角
运行速度：超级快
待机时间：5000ma电池，很棒
其他特色：小米系统挺棒"
pos,"外形外观：外观设计风格非常好看，尤其摄像头地方很喜欢，整齐地
屏幕音效：屏幕音效清脆，没有杂音，声音清晰
拍照效果：像素可以，清晰明了
运行速度：运行8G，目前来说很流畅，很速度
待机时间：待机时间还可以，充电很快的
其他特色：不错?"
pos,"买给父母的新手机，换掉用了几年的老手机
待机时间：电池够大，续航持久
屏幕音效：屏幕很清楚
外形外观：这个配色太好看了
运行速度：非常流畅"
pos,"这个手机性价比特别高，给父母买了，非常不错，用的也很流畅，系统简单好用，总体非常不错！
外形外观：漂亮
屏幕音效：还可以
拍照效果：拍照效果很好
运行速度：很流畅
待机时间：不玩游戏可以撑很久！"
pos,"非常不错的，买了好久才来评价，就是用了感受一下。
外形外观：外观好看
屏幕音效：屏幕清晰，音效不错
拍照效果：拍出来的照片还是很清晰的待机时间可以
运行速度：运行速度非常不错，很快"
pos,开始是因为同事买了这款，试用了一下真的不错，然后就开始纠结选哪个颜色，后来偶然看见有个小姐姐拍了这个颜色的照片，哇～简直太美啦！果断入手，这个价格这个配置很合适！拍完转天就用上了，完美！～
pos,"手机外观好看，手感好，充电很快，颜色很好看，感觉很大气，内存大，屏幕看着很舒服。
拍照效果:好
电池续航:久
通信音质:佳
音量:       大
运行速度:快
显示效果:清楚。"
pos,待机时间长，色彩饱和度不错。颜值很高。送货很快。是正品。内存大，手感不错，很喜欢。谢谢店家送的小米水杯，很喜欢！高颜值
pos,"外形外观：外观大气，后置摄像头排布很好看
屏幕音效：屏幕很好，通透，分辨率够用
拍照效果：拍照还可以
运行速度：很快，90赫兹刷新率很丝滑"
pos,小米手机就是好使，性价比高，耐用，外观也很好看，屏幕高分辨率，像素也是没得说，内存容量大，充电速度很快，电池容量也是可以，运行速度快，比较喜欢，不管小米还是红米，都支持
pos,这是买的第二部红米手机，第一部是给妈妈买的，用着不错，又买了这部，给爸爸用，用了一周来评价一下。手机运行不错，内存128g，足够用了，比上一部手机快了很多，照相也很清晰。红米手机性价比很高呢。一如既往的支持国产手机！
pos,手机很不错，给老母亲买的，运行速度快，老年人用这个非常不错，屏幕又大，一下子买了俩，一个浅梦星河 一个微醺薄荷。
pos,"外形外观：外观、外形漂亮，美感很强、设计很好。
拍照效果：照片拍摄效果很好、满足日常拍摄需求。
待机时间：待机时间长、可以用一天、充电速度很快。"
pos,"外形外观：外观漂亮，十分美观。。
运行速度：运行速度很快，优化不错。
待机时间：待机时间很长，适合老人使用，作为备用机也不错。"
pos,行，很流畅，买来当测试机用的，也不需要那么大的内存，完全够用，反正马马虎虎就心慌，外观这个颜色很漂亮，特别喜欢的说，拍照效果也不错，运行很快
pos,"非常不错的购物体验！
外形外观：很漂亮很无敌～
屏幕音效：屏幕也是完好～
拍照效果：非常不错 千元机里面算很好的了～
运行速度：处理器很厉害！运行极快～"
pos,给妈妈买的手机。  手机颜色和颜值很不错，手感也很棒，总体来说比较划算。   给妈妈用挺不错的。   音质好，声音大，拍照一般。
pos,"外形外观：外形很漂亮，入手很惊喜
屏幕音效：屏幕大气画质清晰，是我喜欢的尺寸
拍照效果：拍照很清楚，不模糊
运行速度：使用起来不卡顿流畅
待机时间：一天充电一次"
pos,运行速度: 畅快 拍照效果: 清晰 续航能力: 很好 首先从外观图来看，1955.28302系列采用了全新的直角&ldquo;小立边&rdquo;设计，这个外观有点像是iPhone 13系列，看起来更加潮流具有个性，相信能够得到不少年轻人的喜爱。
pos,"昨天收到手机,立马就打开啦，款式很喜欢。手机运行流畅,打开软件速度快，下载软件速度快,拍照清晰。一天使用下来，电量感人,值得购买"
pos,"外形外观：大气，
拍照效果：好
屏幕音效：不错
运行速度：快
待机时间：长
其他特色：物流快，值得购买，非常满意的一次购物。"
pos,"外形外观：手机外观好看，设计的很棒。
屏幕音效：屏幕显示效果很好，手机音效也是yyds
拍照效果：拍照也不错，在这个价位里yyds
运行速度：运行速度的话还可以，能正常运行各种软件。
待机时间：待机时间是yyds
其他特色：手机有贴水凝膜还送了手机壳，不错。"
pos,京东物流很快，很好的购物体验。红米的这款手机很不错，买给家人的，据反馈，很不错，外观很漂亮，很有质感，适合女孩子，屏幕显示细腻，虽不是顶级处理器，倒也够用，电池很禁用，快充很快，用着很不错。
pos,"外形外观：很好看 大气高端时尚造型
屏幕音效：屏幕好 音效佳
拍照效果：很赞 跟34千手机差不多
运行速度：不卡顿 速度赞赞的
待机时间：很快 几乎不用等
其他特色：物流很快 不用等几天 点赞?"
pos,给老人买的，大小合适，握感不错，容量也挺大的。可以拍很多照片。屏幕挺大，速度流畅，相机拍照像素也很清晰。还送了透明套子，不错。客服态度也不错，有求必应，有问必答，推荐购买哦。
pos,"外形外观：好看，整体线条流畅
屏幕音效：高清，屏大
拍照效果：意料之外，真不错?
运行速度：非常快，"
pos,"产品次日就收到了，京东速度非常快哦，值得信赖。
外形外观：刚收到 就迫不及待打开看了下，背面有点带渐变色 特别好看，大小尺寸也合适 屏幕也大
屏幕音效：打开试了下音乐 ，音质清晰，声音也很大 ，可以同音响效果了哦，哈哈 特别推荐。
拍照效果：拍出来的照片特别清楚 感觉还有点美颜呢。特别喜欢 最近一直用来拍照啦
运行速度：新手机用起来肯定是不卡的 速度特别快 。后面不知道会怎样 到时等我回评吧"
pos,昨晚下的单今晚就到了快递小哥很礼貌，打开包装我惊呆了，这颜值这手感简直太棒了，进去界面也是眼前一亮，很流畅很哇塞，然后拍照的话也挺不错的，清晰而不失美感，计划在入手一部，总之满意的一次购物。
pos,"外形外观：选的这个黑色颜值很高，很好看
屏幕音效：双扬声器放歌音效很棒
拍照效果：还是挺清晰的，对相机要求不是很高
运行速度：速度很快，日常使用够了
待机时间：目前还是挺长时间的
其他特色：这个价格性价比很高了，还送手机软胶保护壳很好"
pos,一直用小米产品，这次是给老妈买的，感觉很好，用着很舒服，顺畅，特别是MIUI的系统有适合老人的功能。
pos,"外形外观：外观精美，
屏幕音效：音效非常棒，立体声感
拍照效果：拍照成像效果一流
运行速度：运行速度快
用机感受不错，手感刚刚好，值得购买的一部手机"
pos,"外形外观：很漂亮，闪闪的。
屏幕音效：屏幕很清晰，声音也没杂音。
拍照效果：来拍照效果一般化
运行速度：很快，
待机时间：长，
其他特色：小爱智能挺方便的

总的来说，很不错，物流快第二天就到了，送的玻璃杯也比想象中的好些，目前没什么问题，好评！"
pos,"手机质量非常好，做工精致，设计漂亮，使用起来很顺畅！！！
外形外观：直角设计，科技感很足！！！
屏幕音效：屏幕显示清晰，音效非常好！！！
拍照效果：满足日常使用！！！
运行速度：很顺畅！！！
待机时间：待机时间长！！！
其他特色：性价比很高，还送了水杯！！"
pos,外形颜色很漂亮 音效好听 拍照一般 待机时间还行 以购两个手机 用一段时间再看 五星好评
pos,Redmi Note 11 5G 天玑810手机收到了，不到⑤竡买的、闺蜜给的方法放评论图里了。包装的很好，这款手机是很不错的！手机很不错，天机810的，运行速度快，给爸妈买的， 老年人用用这个档位的真心不错，屏幕又大，拍照也清晰，小米手机性价比很高，使用过后感觉速度很快，屏幕分辨率不错，运行速度挺快，双扬声器立体声效果好，和描述相符价廉物美！
pos,"可以，很快，一千多块的手机很适合妈妈用，刚拿到手，就能玩王者荣耀，一点都不卡，挺好的，
外形外观：漂亮
屏幕音效：很大
拍照效果：还可以
运行速度：很快
待机时间：挺长时间
其他特色：下次再买"
pos,"外形外观：外观很时尚很好看很年轻有活力的感觉
屏幕音效：屏幕够用音质很棒棒
拍照效果：拍照清晰美颜很棒
运行速度：运行不卡很流畅
待机时间：待机时间挺长的"
pos,"很快就收到宝贝了，宝贝很不错 ，很棒，12点前订的货，17点多就收到了，物物流很给力～～很棒，很喜欢～～头回买小米的，以前听着口碑不错?，样子很好～
拍照效果：很好，试过了
运行速度：很快很不错
待机时间：不错
屏幕音效：挺好不错哒
外形外观：漂亮美观大方

值得拥有"
pos,"手机
外形外观：拿到手了吗非常漂亮，外观设计风格非常好看
屏幕音效：声音喇叭非常大
拍照效果：照片显示非常感谢
运行速度：非常860处理器主频"
pos,"外形外观：颜色很好看，有一点渐变色，在阳光下很不错！
运行速度：运行程序无压力，多开也没问题！
屏幕音效：屏幕颜色很好，色彩很正，声音也很清楚！"
pos,"外形外观：外形外观很不错
屏幕音效：这个价位很值
拍照效果：拍照效果还不错咯
运行速度：运行速度还可以
待机时间：正常使用一天一充就够了，看个人使用"
pos,"小米的中低端真的是业界良心山很不错，
外观好看
，待机时间长，拍照清晰，手感不错，色彩饱和度不
错，运行不发热，极速充电，饱和度不错，系统流畅
界面美观，屏幕很大，手机很好，分辨率高，电池
很耐用，像素很好，正品匆匆銦鈣劉 2"
pos,"外形外观：颜色好看，外形手感非常好
屏幕音效：父母很满意
拍照效果：颜色也不错
运行速度：很快
父母非常喜欢，爱不释手，音效很好?"
pos,买给家里老人的，****好用，页面流畅，声音和字体都可以调的很大，看新闻太方便了，上网看视频一点也不卡，外观造型也好看。
pos,不错的手机哟，玩游戏很流畅，吃鸡特别给力，一点也不卡顿，分别率也不错，能看得很清晰，送的水壶也很喜欢，哈哈哈！
pos,红米手机价廉物美，外形好看，尺寸手感不错，屏幕小美，音乐播放效果杠杠的，拍照效果高大上，待机时间长，放心使用，我也不玩啥游戏，值得推荐。
pos,"外形外观：做工精良，机身无缝隙，光滑如玉
屏幕音效：屏幕清楚，色差观感不错，音量大音色良
拍照效果：拍照可以满足日常基本需要
运行速度：速度快，无卡顿，比较满意
待机时间：大电池处理器省电，日常满负荷一天没有问题
整体推荐，物美价廉"
pos,买给妈妈的新年礼物，她非常满意，换掉了之前手里的小米6x，这个内存更大一些，外观也有很大的改进，本人自己也是用的小米手机，忠实米粉，不负众望。非常满意的一次购机体验。无论颜值，手机系统，流畅度，屏幕，摄像都很赞！
pos,红米Note11，配置够用，价格实惠，性价比超高，买手机还送了水杯超赞！小米出品必属精品！红米Note11值得拥有。
pos,"性价比特高的手机，一直也挺支持小米，浅梦星河，这颜色绝了，颜色渐变，下半边蓝色、金光闪闪，仿佛夜晚繁星点点，坠入梦幻般的太空一样!惊讶到我了，它的大小，到手后发现比我在用的华为p30p还要高- -些,显示像素高，很清晰，这颜值，这价格，这运行速度等完全对得起它了!很喜欢，京东是我买手机呢首选，一直在这边购买，信得过!"
pos,"外形外观：黑色很好看，耐用不过时
屏幕音效：屏幕清晰，运行流畅，妈妈超级喜欢
拍照效果：像素很好，对只是视频拍照来说，完全够用
运行速度：小型游戏很ok，刚开始用。还是挺满意的"
pos,"拿到手做个开箱评测，正面是一块6.6英寸LCD挖孔屏，屏幕素质相当不错，拥有2400*1080的超高清分辨率，并支持90Hz刷新率，它也是这个价位为数不多的高刷手机。

实际的显示效果通透细腻，文字显示清晰锐利，视力不是很好的长辈在室外强光环境下也能看得清清楚楚。

影像方面，后置5000万高清主摄+800万超广角，这颗主摄还是十分给力的，无论是拍照还是拍视频，成像效果都很出色，解析力不错，色彩和细节还原的也很真实，完全可以满足日常的使用需求。

性能方面，它搭载的是6**工艺制程的天玑810处理器，另有多层石墨散热系统加持，安兔兔跑分近40万分。

我经常用它吃鸡，各项操作响应迅速，画面也很清晰流畅，玩起来很顺手。

虽然配备了一块5000mAh的大电池，但重量却控制在200g以内（195g），机身厚度约8.75mm，配合圆角的中框，握持感极为舒适，即便长时间畅玩，手腕也毫无压力。"
pos,这款手机挺不错的，物美价廉，配置满足日常需求，像素也很好，在千元机里面考虑了很久选择了这款手机，家里人用了非常满意，非常喜欢。
pos,"外形外观：非常的具有科技感。摸起来非常舒服
屏幕音效：音效刚刚的，非常适合老年人使用
拍照效果：一般般，不怎么拍照
运行速度：MIUI系统，普通罢了
待机时间：非常的耐用哦，使用时间很长"
pos,红米note11手机收到货马上拆封拿来用了，包装很好，昨天买第二天中午就到货了，很爽，小米的手机感觉越做越好了，屏幕也够大，自带了一些App，自己再下载常用的App，看视频也可以，感觉一千多块挺好的了！
